period,country,indicator,breakdown,unit,value,flags,reference_period,remarks
desi_2023,AT,desi_us,total,egov_score,80.15873,"",2022,
desi_2023,BE,desi_us,total,egov_score,92.857143,"",2022,
desi_2023,BG,desi_us,total,egov_score,82.010582,"",2022,
desi_2023,CY,desi_us,total,egov_score,82.010582,"",2022,
desi_2023,CZ,desi_us,total,egov_score,67.989418,"",2022,
desi_2023,DE,desi_us,total,egov_score,81.216931,"",2022,
desi_2023,DK,desi_us,total,egov_score,84.920635,"",2022,
desi_2023,EE,desi_us,total,egov_score,97.619048,"",2022,
desi_2023,EL,desi_us,total,egov_score,74.074074,"",2022,
desi_2023,ES,desi_us,total,egov_score,87.037037,"",2022,
desi_2023,EU,desi_us,total,egov_score,83.588085,"",2022,
desi_2023,FI,desi_us,total,egov_score,96.296296,"",2022,
desi_2023,EE,desi_aehr,total,egov_score,89.166667,"",2022,
desi_2023,EL,desi_aehr,total,egov_score,60.714286,"",2022,
desi_2023,ES,desi_aehr,total,egov_score,83.146645,"",2022,
desi_2023,EU,desi_aehr,total,egov_score,71.541406,"",2022,
desi_2023,FI,desi_aehr,total,egov_score,90.059524,"",2022,
desi_2023,FR,desi_aehr,total,egov_score,54.491342,"",2022,
desi_2023,LT,desi_us,cross_border,egov_score,66.666667,"",2022,
desi_2023,LU,desi_us,cross_border,egov_score,100,"",2022,
desi_2023,LV,desi_us,cross_border,egov_score,85.185185,"",2022,
desi_2023,MT,desi_us,cross_border,egov_score,100,"",2022,
desi_2023,NL,desi_us,cross_border,egov_score,100,"",2022,
desi_2023,PL,desi_us,cross_border,egov_score,44.444444,"",2022,
desi_2023,PT,desi_us,cross_border,egov_score,81.481481,"",2022,
desi_2023,RO,desi_us,cross_border,egov_score,44.444444,"",2022,
desi_2023,SE,desi_us,cross_border,egov_score,66.666667,"",2022,
desi_2023,SI,desi_us,cross_border,egov_score,70.37037,"",2022,
desi_2023,SK,desi_us,cross_border,egov_score,70.37037,"",2022,
desi_2023,AT,desi_tdpd,all_egov_le,egov_score,71.07024,"",2022,
desi_2023,BE,desi_tdpd,all_egov_le,egov_score,65.510834,"",2022,
desi_2023,BG,desi_tdpd,all_egov_le,egov_score,51.221676,"",2022,
desi_2023,CY,desi_tdpd,all_egov_le,egov_score,31.87485,"",2022,
desi_2023,CZ,desi_tdpd,all_egov_le,egov_score,57.314126,"",2022,
desi_2023,DE,desi_tdpd,all_egov_le,egov_score,49.223111,"",2022,
desi_2023,DK,desi_tdpd,all_egov_le,egov_score,78.018603,"",2022,
desi_2023,EE,desi_tdpd,all_egov_le,egov_score,86.725019,"",2022,
desi_2023,EL,desi_tdpd,all_egov_le,egov_score,52.435248,"",2022,
desi_2023,ES,desi_tdpd,all_egov_le,egov_score,72.684419,"",2022,
desi_2023,EU,desi_tdpd,all_egov_le,egov_score,64.730926,"",2022,
desi_2023,FI,desi_tdpd,all_egov_le,egov_score,71.541866,"",2022,
desi_2023,FR,desi_tdpd,all_egov_le,egov_score,64.897266,"",2022,
desi_2023,HR,desi_tdpd,all_egov_le,egov_score,52.438734,"",2022,
desi_2023,HU,desi_tdpd,all_egov_le,egov_score,56.598262,"",2022,
desi_2023,IE,desi_tdpd,all_egov_le,egov_score,70.760645,"",2022,
desi_2023,IT,desi_tdpd,all_egov_le,egov_score,49.20089,"",2022,
desi_2023,LT,desi_tdpd,all_egov_le,egov_score,77.651864,"",2022,
desi_2023,LU,desi_tdpd,all_egov_le,egov_score,89.650206,"",2022,
desi_2023,LV,desi_tdpd,all_egov_le,egov_score,71.315893,"",2022,
desi_2023,MT,desi_tdpd,all_egov_le,egov_score,98.164777,"",2022,
desi_2023,NL,desi_tdpd,all_egov_le,egov_score,81.320988,"",2022,
desi_2023,PL,desi_pff,all_egov_le,egov_score,78.298611,"",2022,
desi_2023,PT,desi_pff,all_egov_le,egov_score,81.481481,"",2022,
desi_2023,RO,desi_pff,all_egov_le,egov_score,40.740741,"",2022,
desi_2023,SE,desi_pff,all_egov_le,egov_score,86.296296,"",2022,
desi_2023,SI,desi_pff,all_egov_le,egov_score,72.037037,"",2022,
desi_2023,SK,desi_pff,all_egov_le,egov_score,55.864198,"",2022,
desi_2023,AT,desi_dps_cit,national,egov_score,89.762777,"",2022,
desi_2023,BE,desi_dps_cit,national,egov_score,88.495238,"",2022,
desi_2023,BG,desi_dps_cit,national,egov_score,76.656463,"",2022,
desi_2023,CY,desi_dps_cit,national,egov_score,64.507937,"",2022,
desi_2023,AT,desi_dps_cit,total,egov_score,78.421071,"",2022,
desi_2023,BE,desi_dps_cit,total,egov_score,81.453968,"",2022,
desi_2023,BG,desi_dps_cit,total,egov_score,59.518707,"",2022,
desi_2023,CY,desi_dps_cit,total,egov_score,63.623016,"",2022,
desi_2023,CZ,desi_dps_cit,total,egov_score,76.165646,"",2022,
desi_2023,DE,desi_dps_cit,total,egov_score,78.44144,"",2022,
desi_2023,DK,desi_dps_cit,total,egov_score,84.047619,"",2022,
desi_2023,EE,desi_dps_cit,total,egov_score,94.036054,"",2022,
desi_2023,EL,desi_dps_cit,total,egov_score,64.599773,"",2022,
desi_2023,ES,desi_dps_cit,total,egov_score,86.185714,"",2022,
desi_2023,EU,desi_dps_cit,total,egov_score,77.032742,"",2022,
desi_2023,FI,desi_dps_cit,total,egov_score,91.619048,"",2022,
desi_2023,FR,desi_dps_cit,total,egov_score,71.290023,"",2022,
desi_2023,HR,desi_dps_cit,total,egov_score,71.119048,"",2022,
desi_2023,HU,desi_dps_cit,total,egov_score,67.874376,"",2022,
desi_2023,IE,desi_dps_cit,total,egov_score,81.071429,"",2022,
desi_2023,IT,desi_dps_cit,total,egov_score,67.909864,"",2022,
desi_2023,LT,desi_dps_cit,total,egov_score,83.847449,"",2022,
desi_2023,LU,desi_dps_cit,total,egov_score,94.776786,"",2022,
desi_2023,LV,desi_dps_cit,total,egov_score,87.170748,"",2022,
desi_2023,MT,desi_dps_cit,total,egov_score,100,"",2022,
desi_2023,NL,desi_dps_cit,total,egov_score,84.620635,"",2022,
desi_2023,PL,desi_dps_cit,total,egov_score,59.91746,"",2022,
desi_2023,PT,desi_dps_cit,total,egov_score,77.830045,"",2022,
desi_2023,RO,desi_dps_cit,total,egov_score,47.58424,"",2022,
desi_2023,AT,desi_dps_cit,cross_border,egov_score,67.079365,"",2022,
desi_2023,BE,desi_dps_cit,cross_border,egov_score,74.412698,"",2022,
desi_2023,BG,desi_dps_cit,cross_border,egov_score,42.380952,"",2022,
desi_2023,CY,desi_dps_cit,cross_border,egov_score,62.738095,"",2022,
desi_2023,CZ,desi_dps_cit,cross_border,egov_score,69.428571,"",2022,
desi_2023,DE,desi_dps_cit,cross_border,egov_score,68.563492,"",2022,
desi_2023,DK,desi_dps_cit,cross_border,egov_score,68.571429,"",2022,
desi_2023,EE,desi_dps_cit,cross_border,egov_score,93.571429,"",2022,
desi_2023,EL,desi_dps_cit,cross_border,egov_score,39.365079,"",2022,
desi_2023,AT,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,65.833333,"",2023,
desi_2023,EU,desi_sme_esell,ent_sm_xfin,pc_ent,19.17,"",2022,
desi_2023,DE,desi_sme_esell,ent_sm_xfin,pc_ent,19.33,"",2022,
desi_2023,EE,desi_sme_esell,ent_sm_xfin,pc_ent,18.57,"",2022,
desi_2023,IE,desi_sme_esell,ent_sm_xfin,pc_ent,35.24,"",2022,
desi_2023,EL,desi_sme_esell,ent_sm_xfin,pc_ent,16.94,"",2022,
desi_2023,ES,desi_sme_esell,ent_sm_xfin,pc_ent,28.99,"",2022,
desi_2023,FR,desi_sme_esell,ent_sm_xfin,pc_ent,12.57,b,2022,
desi_2023,HR,desi_sme_esell,ent_sm_xfin,pc_ent,29.19,"",2022,
desi_2023,IT,desi_sme_esell,ent_sm_xfin,pc_ent,12.95,"",2022,
desi_2023,CY,desi_sme_esell,ent_sm_xfin,pc_ent,19.68,"",2022,
desi_2023,LV,desi_sme_esell,ent_sm_xfin,pc_ent,15.47,"",2022,
desi_2023,LT,desi_sme_esell,ent_sm_xfin,pc_ent,31.4,"",2022,
desi_2023,LU,desi_sme_esell,ent_sm_xfin,pc_ent,8.25,"",2022,
desi_2023,HU,desi_sme_esell,ent_sm_xfin,pc_ent,20.31,"",2022,
desi_2023,MT,desi_sme_esell,ent_sm_xfin,pc_ent,29.67,"",2022,
desi_2023,NL,desi_sme_esell,ent_sm_xfin,pc_ent,24.67,"",2022,
desi_2023,AT,desi_sme_esell,ent_sm_xfin,pc_ent,21.18,"",2022,
desi_2023,PL,desi_sme_esell,ent_sm_xfin,pc_ent,13.66,"",2022,
desi_2023,BE,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,65.833333,"",2023,
desi_2023,BG,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,63.333333,"",2023,
desi_2023,CY,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,66.666667,"",2023,
desi_2023,CZ,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,66.666667,"",2023,
desi_2023,DE,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,100,"",2023,
desi_2023,IT,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,93.333333,"",2023,
desi_2023,LT,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,47.222222,"",2023,
desi_2023,LU,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,60.833333,"",2023,
desi_2023,LV,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,62.5,"",2023,
desi_2023,MT,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,25,"",2023,
desi_2023,NL,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,33.333333,"",2023,
desi_2023,PL,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,0,"",2023,
desi_2023,PT,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,61.111111,"",2023,
desi_2023,RO,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,38.333333,"",2023,
desi_2023,SE,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,83.888889,"",2023,
desi_2023,SI,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,98.333333,"",2023,
desi_2023,SK,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,66.666667,"",2023,
desi_2023,LV,desi_2a2,hh_total,pc_hh,0,"",2022,
desi_2023,MT,desi_2a2,hh_total,pc_hh,6.356804,"",2022,
desi_2023,NL,desi_2a2,hh_total,pc_hh,0,"",2022,
desi_2023,PL,desi_2a2,hh_total,pc_hh,3.415927,"",2022,
desi_2023,PT,desi_2a2,hh_total,pc_hh,4.535475,"",2022,
desi_2023,RO,desi_2a2,hh_total,pc_hh,23.345648,"",2022,
desi_2023,SE,desi_2a2,hh_total,pc_hh,6.050613,"",2022,
desi_2023,SI,desi_2a2,hh_total,pc_hh,4.53386,"",2022,
desi_2023,SK,desi_2a2,hh_total,pc_hh,0.919285,"",2022,
desi_2023,AT,desi_2a1,hh_total,pc_hh,28.342914,"",2022,
desi_2023,BE,desi_2a1,hh_total,pc_hh,66.510915,"",2022,
desi_2023,BG,desi_2a1,hh_total,pc_hh,39.208363,"",2022,
desi_2023,CY,desi_2a1,hh_total,pc_hh,44.196356,"",2022,
desi_2023,CZ,desi_2a1,hh_total,pc_hh,31.031902,"",2022,
desi_2023,DE,desi_2a1,hh_total,pc_hh,38.475523,"",2022,
desi_2023,DK,desi_2a1,hh_total,pc_hh,69.260986,"",2022,
desi_2023,EE,desi_2a1,hh_total,pc_hh,29.408088,"",2022,
desi_2023,EL,desi_2a1,hh_total,pc_hh,20.332229,"",2022,
desi_2023,ES,desi_2a1,hh_total,pc_hh,87.483048,"",2022,
desi_2023,EU,desi_2a1,hh_total,pc_hh,55.077463,"",2022,
desi_2023,FI,desi_2a1,hh_total,pc_hh,48.509345,"",2022,
desi_2023,FR,desi_2a1,hh_total,pc_hh,51.37317,"",2022,
desi_2023,HR,desi_2a1,hh_total,pc_hh,28.145585,"",2022,
desi_2023,HU,desi_2a1,hh_total,pc_hh,69.795719,"",2022,
desi_2023,IE,desi_2a1,hh_total,pc_hh,50.072104,"",2022,
desi_2023,IT,desi_2a1,hh_total,pc_hh,59.599667,"",2022,
desi_2023,LT,desi_2a1,hh_total,pc_hh,51.540002,"",2022,
desi_2023,LU,desi_2a1,hh_total,pc_hh,73.601967,"",2022,
desi_2023,LV,desi_2a1,hh_total,pc_hh,62.074421,"",2022,
desi_2023,MT,desi_2a1,hh_total,pc_hh,60.446559,"",2022,
desi_2023,NL,desi_2a1,hh_total,pc_hh,52.65146,"",2022,
desi_2023,PL,desi_2a1,hh_total,pc_hh,65.193532,"",2022,
desi_2023,PT,desi_2a1,hh_total,pc_hh,77.07915,"",2022,
desi_2023,RO,desi_2a1,hh_total,pc_hh,81.292156,"",2022,
desi_2023,SE,desi_2a1,hh_total,pc_hh,85.280218,"",2022,
desi_2023,SI,desi_2a1,hh_total,pc_hh,51.599807,"",2022,
desi_2023,SK,desi_2a1,hh_total,pc_hh,33.469472,"",2022,
desi_2023,HU,desi_ict_spec,f,pc_ict_spec,13.3,e,2022,
desi_2023,AT,desi_ict_spec,f,pc_ict_spec,19.3,"",2022,
desi_2023,FI,desi_ict_spec,f,pc_ict_spec,23.8,"",2022,
desi_2023,EU,desi_ict_spec,f,pc_ict_spec,18.9,e,2022,
desi_2023,BE,desi_ict_spec,f,pc_ict_spec,18.7,"",2022,
desi_2023,BG,desi_ict_spec,f,pc_ict_spec,28.9,"",2022,
desi_2023,CZ,desi_ict_spec,f,pc_ict_spec,10.9,"",2022,
desi_2023,DK,desi_ict_spec,f,pc_ict_spec,22,e,2022,
desi_2023,DE,desi_ict_spec,f,pc_ict_spec,19,"",2022,
desi_2023,EE,desi_ict_spec,f,pc_ict_spec,24.5,e,2022,
desi_2023,IE,desi_ict_spec,f,pc_ict_spec,22,e,2022,
desi_2023,EL,desi_ict_spec,f,pc_ict_spec,20.3,"",2022,
desi_2023,ES,desi_ict_spec,f,pc_ict_spec,18.1,d,2022,
desi_2023,FR,desi_ict_spec,f,pc_ict_spec,19,de,2022,
desi_2023,HR,desi_ict_spec,f,pc_ict_spec,14.1,u,2022,
desi_2023,IT,desi_ict_spec,f,pc_ict_spec,16,e,2022,
desi_2023,CY,desi_ict_spec,f,pc_ict_spec,21.7,e,2022,
desi_2023,LT,desi_ict_spec,f,pc_ict_spec,23,e,2022,
desi_2023,LU,desi_ict_spec,f,pc_ict_spec,20.7,e,2022,
desi_2023,AT,desi_ict_spec,total,th_ind,220.6,"",2022,
desi_2023,EU,desi_ict_spec,total,pc_ind_emp,4.6,e,2022,
desi_2023,BE,desi_ict_spec,total,pc_ind_emp,5.6,"",2022,
desi_2023,BG,desi_ict_spec,total,pc_ind_emp,3.8,"",2022,
desi_2023,CZ,desi_ict_spec,total,pc_ind_emp,4.5,"",2022,
desi_2023,DK,desi_ict_spec,total,pc_ind_emp,5.7,"",2022,
desi_2023,DE,desi_ict_spec,total,pc_ind_emp,5,"",2022,
desi_2023,EE,desi_ict_spec,total,pc_ind_emp,6.6,"",2022,
desi_2023,IE,desi_ict_spec,total,pc_ind_emp,6.3,e,2022,
desi_2023,EL,desi_ict_spec,total,pc_ind_emp,2.5,"",2022,
desi_2023,ES,desi_ict_spec,total,pc_ind_emp,4.3,d,2022,
desi_2023,FR,desi_ict_spec,total,pc_ind_emp,4.3,d,2022,
desi_2023,HR,desi_ict_spec,total,pc_ind_emp,3.8,e,2022,
desi_2023,IT,desi_ict_spec,total,pc_ind_emp,3.9,e,2022,
desi_2023,CY,desi_ict_spec,total,pc_ind_emp,4.4,"",2022,
desi_2023,LV,desi_ict_spec,total,pc_ind_emp,4.4,"",2022,
desi_2023,LT,desi_ict_spec,total,pc_ind_emp,4.4,"",2022,
desi_2023,LU,desi_ict_spec,total,pc_ind_emp,7.7,"",2022,
desi_2023,HU,desi_ict_spec,total,pc_ind_emp,4.2,e,2022,
desi_2023,MT,desi_ict_spec,total,pc_ind_emp,5,"",2022,
desi_2023,NL,desi_ict_spec,total,pc_ind_emp,7.2,"",2022,
desi_2023,AT,desi_ict_spec,total,pc_ind_emp,5,"",2022,
desi_2023,PL,desi_ict_spec,total,pc_ind_emp,3.7,"",2022,
desi_2023,PT,desi_ict_spec,total,pc_ind_emp,4.5,"",2022,
desi_2023,RO,desi_ict_spec,total,pc_ind_emp,2.8,e,2022,
desi_2023,SI,desi_ict_spec,total,pc_ind_emp,4.5,"",2022,
desi_2023,SK,desi_ict_spec,total,pc_ind_emp,4.3,"",2022,
desi_2023,FI,desi_ict_spec,total,pc_ind_emp,7.6,"",2022,
desi_2023,SE,desi_ict_spec,total,pc_ind_emp,8.6,"",2022,
desi_2023,ES,desi_ict_spec,total,th_ind,880.4,d,2022,
desi_2023,FR,desi_ict_spec,total,th_ind,1215.5,d,2022,
desi_2023,HR,desi_ict_spec,total,th_ind,61.2,e,2022,
desi_2023,IT,desi_ict_spec,total,th_ind,898.2,e,2022,
desi_2023,CY,desi_ict_spec,total,th_ind,20.4,"",2022,
desi_2023,LV,desi_ict_spec,total,th_ind,39.2,"",2022,
desi_2023,LT,desi_ict_spec,total,th_ind,61.7,"",2022,
desi_2023,LU,desi_ict_spec,total,th_ind,23.9,"",2022,
desi_2023,HU,desi_ict_spec,total,th_ind,193.9,e,2022,
desi_2023,MT,desi_ict_spec,total,th_ind,14.3,"",2022,
desi_2023,NL,desi_ict_spec,total,th_ind,685,"",2022,
desi_2023,IE,desi_ict_spec,total,th_ind,162.1,e,2022,
desi_2023,EL,desi_ict_spec,total,th_ind,103.1,"",2022,
desi_2023,EU,desi_iuse,ind_total,pc_ind,88.55,"",2022,
desi_2023,BE,desi_iuse,ind_total,pc_ind,93.04,"",2022,
desi_2023,BG,desi_iuse,ind_total,pc_ind,78.97,"",2022,
desi_2023,CZ,desi_iuse,ind_total,pc_ind,89.68,"",2022,
desi_2023,DK,desi_iuse,ind_total,pc_ind,96.44,"",2022,
desi_2023,DE,desi_iuse,ind_total,pc_ind,89.88,"",2022,
desi_2023,EE,desi_iuse,ind_total,pc_ind,90.13,"",2022,
desi_2023,IE,desi_iuse,ind_total,pc_ind,91.63,"",2022,
desi_2023,EL,desi_iuse,ind_total,pc_ind,81.89,"",2022,
desi_2023,ES,desi_iuse,ind_total,pc_ind,92.94,"",2022,
desi_2023,FR,desi_iuse,ind_total,pc_ind,89.87,"",2022,
desi_2023,HR,desi_iuse,ind_total,pc_ind,80.65,"",2022,
desi_2023,PL,desi_ict_spec,total,th_ind,644.6,"",2022,
desi_2023,PT,desi_ict_spec,total,th_ind,220,"",2022,
desi_2023,RO,desi_ict_spec,total,th_ind,215,e,2022,
desi_2023,SI,desi_ict_spec,total,th_ind,44.7,"",2022,
desi_2023,SK,desi_ict_spec,total,th_ind,111.5,"",2022,
desi_2023,FI,desi_ict_spec,total,th_ind,197.9,"",2022,
desi_2023,SE,desi_ict_spec,total,th_ind,447.7,"",2022,
desi_2023,IE,desi_iuse,y16_24,pc_ind,,u,2022,
desi_2022,DE,desi_2a1,hh_total,pc_hh,29.369421,"",2021,
desi_2022,DK,desi_2a1,hh_total,pc_hh,49.392995,"",2021,
desi_2022,EE,desi_2a1,hh_total,pc_hh,20.060233,"",2021,
desi_2022,EL,desi_2a1,hh_total,pc_hh,8.534775,"",2021,
desi_2022,ES,desi_2a1,hh_total,pc_hh,71.80826,"",2021,
desi_2022,EU,desi_2a1,hh_total,pc_hh,40.605869,"",2021,
desi_2022,FI,desi_2a1,hh_total,pc_hh,28.838637,"",2021,
desi_2022,FR,desi_2a1,hh_total,pc_hh,34.925771,"",2021,
desi_2022,HR,desi_2a1,hh_total,pc_hh,16.239796,"",2021,
desi_2022,HU,desi_2a1,hh_total,pc_hh,61.453427,"",2021,
desi_2022,IE,desi_2a1,hh_total,pc_hh,37.462895,"",2021,
desi_2022,IT,desi_2a1,hh_total,pc_hh,37.594598,"",2021,
desi_2022,LT,desi_2a1,hh_total,pc_hh,35.888649,"",2021,
desi_2022,LU,desi_2a1,hh_total,pc_hh,62.753044,"",2021,
desi_2022,LV,desi_2a1,hh_total,pc_hh,43.478482,"",2021,
desi_2022,MT,desi_2a1,hh_total,pc_hh,52.545093,"",2021,
desi_2022,NL,desi_2a1,hh_total,pc_hh,46.699354,"",2021,
desi_2022,PL,desi_2a1,hh_total,pc_hh,43.185566,"",2021,
desi_2022,PT,desi_2a1,hh_total,pc_hh,67.877739,"",2021,
desi_2022,RO,desi_2a1,hh_total,pc_hh,56.575067,"",2021,
desi_2022,SE,desi_2a1,hh_total,pc_hh,70.790856,"",2021,
desi_2022,SI,desi_2a1,hh_total,pc_hh,35.830758,"",2021,
desi_2022,SK,desi_2a1,hh_total,pc_hh,26.399818,"",2021,
desi_2022,BE,desi_2a2,hh_total,pc_hh,0.533352,"",2021,
desi_2022,BG,desi_2a2,hh_total,pc_hh,0.42053,"",2021,
desi_2022,CY,desi_2a2,hh_total,pc_hh,0.174507,"",2021,
desi_2022,CZ,desi_2a2,hh_total,pc_hh,0.766497,"",2021,
desi_2022,DE,desi_2a2,hh_total,pc_hh,2.462652,"",2021,
desi_2022,DK,desi_2a2,hh_total,pc_hh,7.247095,"",2021,
desi_2022,EE,desi_2a2,hh_total,pc_hh,0.039424,"",2021,
desi_2022,EL,desi_2a2,hh_total,pc_hh,0,"",2021,
desi_2022,ES,desi_2a2,hh_total,pc_hh,0.017781,"",2021,
desi_2022,EU,desi_2a2,hh_total,pc_hh,7.584337,"",2021,
desi_2022,FI,desi_2a2,hh_total,pc_hh,1.451831,"",2021,
desi_2022,FR,desi_2a2,hh_total,pc_hh,26.747582,"",2021,
desi_2022,HU,desi_2a2,hh_total,pc_hh,21.816262,"",2021,
desi_2022,IE,desi_2a2,hh_total,pc_hh,4.26654,"",2021,
desi_2022,IT,desi_2a2,hh_total,pc_hh,7.063877,"",2021,
desi_2022,LT,desi_2a2,hh_total,pc_hh,0.715963,"",2021,
desi_2022,LU,desi_2a2,hh_total,pc_hh,3.997491,"",2021,
desi_2022,LV,desi_2a2,hh_total,pc_hh,0,"",2021,
desi_2022,MT,desi_2a2,hh_total,pc_hh,2.43283,"",2021,
desi_2022,NL,desi_2a2,hh_total,pc_hh,0,"",2021,
desi_2022,PL,desi_2a2,hh_total,pc_hh,2.094519,"",2021,
desi_2022,PT,desi_2a2,hh_total,pc_hh,1.889475,"",2021,
desi_2022,RO,desi_2a2,hh_total,pc_hh,8.977218,"",2021,
desi_2022,SE,desi_2a2,hh_total,pc_hh,4.443105,"",2021,
desi_2022,SK,desi_ict_spec,total,th_ind,110.5,b,2021,
desi_2022,SK,desi_ict_spec,total,pc_ind_emp,4.3,b,2021,
desi_2022,SI,desi_2a2,hh_total,pc_hh,0.020708,"",2021,
desi_2022,SK,desi_2a2,hh_total,pc_hh,0.960294,"",2021,
desi_2022,SI,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,98.333333,"",2022,
desi_2022,SK,desi_5g_spectrum,5g_pb,pc_spectrum_assigned,66.666667,"",2022,
desi_2022,EU,desi_sme_di3_gelo,ent_sm_xfin,pc_ent,54.82,"",2021,
desi_2022,EU,desi_erp,ent_all_xfin,pc_ent,37.93,"",2021,
desi_2022,BE,desi_erp,ent_all_xfin,pc_ent,57.23,"",2021,
desi_2022,BG,desi_erp,ent_all_xfin,pc_ent,21.8,"",2021,
desi_2022,CZ,desi_erp,ent_all_xfin,pc_ent,37.7,"",2021,
desi_2022,DK,desi_erp,ent_all_xfin,pc_ent,50.29,"",2021,
desi_2022,PT,desi_sme_esell,ent_sm_xfin,pc_ent,16.23,"",2021,
desi_2022,SK,desi_sm_ge2,ent_s_xfin,pc_ent,18.15,"",2021,
desi_2022,EU,desi_erp,ent_sm_xfin,pc_ent,36.67,"",2021,
desi_2022,CZ,desi_erp,ent_sm_xfin,pc_ent,35.4,"",2021,
desi_2022,DK,desi_erp,ent_sm_xfin,pc_ent,49.04,"",2021,
desi_2022,DE,desi_erp,ent_sm_xfin,pc_ent,36.34,"",2021,
desi_2022,EE,desi_erp,ent_sm_xfin,pc_ent,21.52,"",2021,
desi_2022,IE,desi_erp,ent_sm_xfin,pc_ent,22.59,"",2021,
desi_2022,EL,desi_erp,ent_sm_xfin,pc_ent,31.21,"",2021,
desi_2022,ES,desi_erp,ent_sm_xfin,pc_ent,48.16,"",2021,
desi_2022,FR,desi_erp,ent_sm_xfin,pc_ent,44.26,"",2021,
desi_2022,HR,desi_erp,ent_sm_xfin,pc_ent,22.15,"",2021,
desi_2022,IT,desi_erp,ent_sm_xfin,pc_ent,31.46,"",2021,
desi_2022,CY,desi_erp,ent_sm_xfin,pc_ent,32.99,"",2021,
desi_2022,LV,desi_erp,ent_sm_xfin,pc_ent,37.81,"",2021,
desi_2022,LT,desi_erp,ent_sm_xfin,pc_ent,43.29,"",2021,
desi_2022,LU,desi_erp,ent_sm_xfin,pc_ent,38.42,"",2021,
desi_2022,EU,desi_sme_esell,ent_sm_xfin,pc_ent,18.39,"",2021,
desi_2022,IT,desi_sme_esell,ent_sm_xfin,pc_ent,12.74,"",2021,
desi_2022,EU,desi_ai,ent_all_xfin,pc_ent,7.65,"",2021,
desi_2022,BE,desi_ai,ent_all_xfin,pc_ent,10.32,"",2021,
desi_2022,IE,desi_sm_ge2,ent_s_xfin,pc_ent,28.88,"",2021,
desi_2022,FR,desi_sm_ge2,ent_s_xfin,pc_ent,23.2,"",2021,
desi_2022,HR,desi_sm_ge2,ent_s_xfin,pc_ent,22.03,"",2021,
desi_2022,IT,desi_sm_ge2,ent_s_xfin,pc_ent,25.75,"",2021,
desi_2022,LV,desi_sm_ge2,ent_s_xfin,pc_ent,22.87,"",2021,
desi_2022,LT,desi_sm_ge2,ent_s_xfin,pc_ent,19.42,"",2021,
desi_2022,LU,desi_sm_ge2,ent_s_xfin,pc_ent,30.38,"",2021,
desi_2022,HU,desi_sm_ge2,ent_s_xfin,pc_ent,10.65,"",2021,
desi_2022,MT,desi_sm_ge2,ent_s_xfin,pc_ent,39.54,"",2021,
desi_2022,NL,desi_sm_ge2,ent_s_xfin,pc_ent,45.4,"",2021,
desi_2022,PL,desi_sm_ge2,ent_s_xfin,pc_ent,14.6,"",2021,
desi_2022,PT,desi_sm_ge2,ent_s_xfin,pc_ent,22.36,"",2021,
desi_2022,RO,desi_sm_ge2,ent_s_xfin,pc_ent,11.04,"",2021,
desi_2022,SI,desi_sm_ge2,ent_s_xfin,pc_ent,25.94,"",2021,
desi_2022,ES,desi_sme_esell_eu,ent_sm_xfin,pc_ent,9.05,"",2021,
desi_2022,FR,desi_sme_esell_eu,ent_sm_xfin,pc_ent,6.28,"",2021,
desi_2022,HR,desi_sme_esell_eu,ent_sm_xfin,pc_ent,12.83,"",2021,
desi_2022,IT,desi_sme_esell_eu,ent_sm_xfin,pc_ent,7.11,"",2021,
desi_2022,CY,desi_sme_esell_eu,ent_sm_xfin,pc_ent,7.77,"",2021,
desi_2022,LV,desi_sme_esell_eu,ent_sm_xfin,pc_ent,6.66,"",2021,
desi_2022,LT,desi_sme_esell_eu,ent_sm_xfin,pc_ent,12.39,"",2021,
desi_2022,LU,desi_sme_esell_eu,ent_sm_xfin,pc_ent,7.04,"",2021,
desi_2022,HU,desi_sme_esell_eu,ent_sm_xfin,pc_ent,6.84,"",2021,
desi_2022,MT,desi_sme_esell_eu,ent_sm_xfin,pc_ent,13.29,"",2021,
desi_2022,NL,desi_sme_esell_eu,ent_sm_xfin,pc_ent,12.86,"",2021,
desi_2022,AT,desi_sme_esell_eu,ent_sm_xfin,pc_ent,16.22,"",2021,
desi_2022,PL,desi_sme_esell_eu,ent_sm_xfin,pc_ent,5.43,"",2021,
