"Measure code","DH_FACT_ATT","COUNTRY_REGION","YEAR","VALUE"
"DH_1","NO_1","ALB","2022","1"
"DH_1","NO_1","AND","2022","1"
"DH_1","NO","ARM","2022","1"
"DH_1","NO_1","AUT","2022","1"
"DH_1","YES","AZE","2022","1"
"DH_1","YES","BLR","2022","1"
"DH_1","YES","BEL","2022","1"
"DH_1","MND_1","BIH","2022","1"
"DH_1","NO","BGR","2022","1"
"DH_1","NO_1","HRV","2022","1"
"DH_1","YES","CYP","2022","1"
"DH_1","YES","CZE","2022","1"
"DH_1","YES","DNK","2022","1"
"DH_1","YES","EST","2022","1"
"DH_1","YES","FIN","2022","1"
"DH_1","YES","FRA","2022","1"
"DH_1","NO_1","GEO","2022","1"
"DH_1","NO_1","DEU","2022","1"
"DH_1","NO_1","GRC","2022","1"
"DH_1","YES","HUN","2022","1"
"DH_1","YES","ISL","2022","1"
"DH_1","YES","IRL","2022","1"
"DH_1","YES","ISR","2022","1"
"DH_1","YES","ITA","2022","1"
"DH_1","YES","KAZ","2022","1"
"DH_1","YES","KGZ","2022","1"
"DH_1","NO_1","LVA","2022","1"
"DH_1","YES","LTU","2022","1"
"DH_1","NO","LUX","2022","1"
"DH_1","NO_1","MLT","2022","1"
"DH_1","NO","MCO","2022","1"
"DH_1","YES","MNE","2022","1"
"DH_1","YES","NLD","2022","1"
"DH_1","NO","MKD","2022","1"
"DH_1","YES","NOR","2022","1"
"DH_1","NO_1","POL","2022","1"
"DH_1","YES","PRT","2022","1"
"DH_1","NO","MDA","2022","1"
"DH_1","NO_1","UZB","2022","1"
"DH_1","NO_1","ROU","2022","1"
"DH_1","YES","RUS","2022","1"
"DH_1","NO_1","SMR","2022","1"
"DH_1","YES","SRB","2022","1"
"DH_1","NO","SVK","2022","1"
"DH_1","NO","SVN","2022","1"
"DH_1","YES","ESP","2022","1"
"DH_1","YES","SWE","2022","1"
"DH_1","YES","CHE","2022","1"
"DH_1","NO_1","TJK","2022","1"
"DH_1","NO_1","TKM","2022","1"
"DH_1","NO_1","TUR","2022","1"
"DH_1","YES","UKR","2022","1"
"DH_1","YES","GBR","2022","1"
"DH_2","NO_2","ALB","2022","1"
"DH_2","YES","AND","2022","1"
"DH_2","YES","ARM","2022","1"
"DH_2","YES","AUT","2022","1"
"DH_2","NO_2","AZE","2022","1"
"DH_2","YES","BLR","2022","1"
"DH_2","NO_2","BEL","2022","1"
"DH_2","MND_1","BIH","2022","1"
"DH_2","YES","BGR","2022","1"
"DH_2","NO_2","HRV","2022","1"
"DH_2","NO","CYP","2022","1"
"DH_2","YES","CZE","2022","1"
"DH_2","YES","DNK","2022","1"
"DH_2","NO_2","EST","2022","1"
"DH_2","NO_2","FIN","2022","1"
"DH_2","YES","FRA","2022","1"
"DH_2","NO_2","GEO","2022","1"
"DH_2","NO","DEU","2022","1"
"DH_2","NO_2","GRC","2022","1"
"DH_2","NO_2","HUN","2022","1"
"DH_2","NO_2","ISL","2022","1"
"DH_2","NO","IRL","2022","1"
"DH_2","NO_2","ISR","2022","1"
"DH_2","YES","ITA","2022","1"
"DH_2","NO_2","KAZ","2022","1"
"DH_2","NO_2","KGZ","2022","1"
"DH_2","YES","LVA","2022","1"
"DH_2","YES","LTU","2022","1"
"DH_2","NO","LUX","2022","1"
"DH_2","NO_2","MLT","2022","1"
"DH_2","NO","MCO","2022","1"
"DH_2","NO_2","MNE","2022","1"
"DH_2","NO","NLD","2022","1"
"DH_2","YES","MKD","2022","1"
"DH_2","YES","NOR","2022","1"
"DH_2","NO","POL","2022","1"
"DH_2","YES","PRT","2022","1"
"DH_2","NO","MDA","2022","1"
"DH_2","NO_2","UZB","2022","1"
"DH_2","NO_2","ROU","2022","1"
"DH_2","YES","RUS","2022","1"
"DH_2","YES","SMR","2022","1"
"DH_2","NO_2","SRB","2022","1"
"DH_2","YES","SVK","2022","1"
"DH_2","NO","SVN","2022","1"
"DH_2","NO_2","ESP","2022","1"
"DH_2","NO","SWE","2022","1"
"DH_2","YES","CHE","2022","1"
"DH_2","NO_2","TJK","2022","1"
"DH_2","YES","TKM","2022","1"
"DH_2","YES","TUR","2022","1"
"DH_2","YES","UKR","2022","1"
"DH_2","NO_2","GBR","2022","1"
"DH_3","NO_3","ALB","2022","1"
"DH_3","YES","AND","2022","1"
"DH_3","NO_3","ARM","2022","1"
"DH_3","NO_3","AUT","2022","1"
"DH_3","NO_3","AZE","2022","1"
"DH_3","NO_3","BLR","2022","1"
"DH_3","NO_3","BEL","2022","1"
"DH_3","MND_1","BIH","2022","1"
"DH_3","NO","BGR","2022","1"
"DH_3","NO_3","HRV","2022","1"
"DH_3","NO_3","CYP","2022","1"
"DH_3","NO_3","CZE","2022","1"
"DH_3","NO_3","DNK","2022","1"
"DH_3","MND_1","EST","2022","1"
"DH_3","NO_3","FIN","2022","1"
"DH_3","YES","FRA","2022","1"
"DH_3","NO_3","GEO","2022","1"
"DH_3","NO_3","DEU","2022","1"
"DH_3","NO_3","GRC","2022","1"
"DH_3","NO_3","HUN","2022","1"
"DH_3","YES","ISL","2022","1"
"DH_3","NO_3","IRL","2022","1"
"DH_3","YES","ISR","2022","1"
"DH_3","YES","ITA","2022","1"
"DH_3","NO_3","KAZ","2022","1"
"DH_3","NO_3","KGZ","2022","1"
"DH_3","NO_3","LVA","2022","1"
"DH_3","YES","LTU","2022","1"
"DH_3","NO","LUX","2022","1"
"DH_3","NO_3","MLT","2022","1"
"DH_3","MND_1","MCO","2022","1"
"DH_3","NO_3","MNE","2022","1"
"DH_3","NO","NLD","2022","1"
"DH_3","NO","MKD","2022","1"
"DH_3","NO_3","NOR","2022","1"
"DH_3","NO","POL","2022","1"
"DH_3","YES","PRT","2022","1"
"DH_3","NO","MDA","2022","1"
"DH_3","NO_3","UZB","2022","1"
"DH_3","NO_3","ROU","2022","1"
"DH_3","YES","RUS","2022","1"
"DH_3","NO","SMR","2022","1"
"DH_3","NO_3","SRB","2022","1"
"DH_3","NO","SVK","2022","1"
"DH_3","NO","SVN","2022","1"
"DH_3","NO_3","ESP","2022","1"
"DH_3","NO_3","SWE","2022","1"
"DH_3","NO_3","CHE","2022","1"
"DH_3","NO_3","TJK","2022","1"
"DH_3","NO_3","TKM","2022","1"
"DH_3","YES","TUR","2022","1"
"DH_3","YES","UKR","2022","1"
"DH_3","NO","GBR","2022","1"
"DH_4","YES","ALB","2022","1"
"DH_4","YES","AND","2022","1"
"DH_4","MND_1","ARM","2022","1"
"DH_4","YES","AUT","2022","1"
"DH_4","YES","AZE","2022","1"
"DH_4","YES","BLR","2022","1"
"DH_4","YES","BEL","2022","1"
"DH_4","MND_1","BIH","2022","1"
"DH_4","YES","BGR","2022","1"
"DH_4","YES","HRV","2022","1"
"DH_4","YES","CYP","2022","1"
"DH_4","YES","CZE","2022","1"
"DH_4","YES","DNK","2022","1"
"DH_4","YES","EST","2022","1"
"DH_4","YES","FIN","2022","1"
"DH_4","YES","FRA","2022","1"
"DH_4","YES","GEO","2022","1"
"DH_4","YES","DEU","2022","1"
"DH_4","YES","GRC","2022","1"
"DH_4","YES","HUN","2022","1"
"DH_4","YES","ISL","2022","1"
"DH_4","YES","IRL","2022","1"
"DH_4","YES","ISR","2022","1"
"DH_4","YES","ITA","2022","1"
"DH_4","YES","KAZ","2022","1"
"DH_4","YES","KGZ","2022","1"
"DH_4","YES","LVA","2022","1"
"DH_4","YES","LTU","2022","1"
"DH_4","YES","LUX","2022","1"
"DH_4","YES","MLT","2022","1"
"DH_4","YES","MCO","2022","1"
"DH_4","YES","MNE","2022","1"
"DH_4","YES","NLD","2022","1"
"DH_4","YES","MKD","2022","1"
"DH_4","YES","NOR","2022","1"
"DH_4","YES","POL","2022","1"
"DH_4","YES","PRT","2022","1"
"DH_4","YES","MDA","2022","1"
"DH_4","YES","UZB","2022","1"
"DH_4","YES","ROU","2022","1"
"DH_4","YES","RUS","2022","1"
"DH_4","YES","SMR","2022","1"
"DH_4","YES","SRB","2022","1"
"DH_4","YES","SVK","2022","1"
"DH_4","YES","SVN","2022","1"
"DH_4","YES","ESP","2022","1"
"DH_4","YES","SWE","2022","1"
"DH_4","YES","CHE","2022","1"
"DH_4","YES","TJK","2022","1"
"DH_4","YES","TKM","2022","1"
"DH_4","YES","TUR","2022","1"
"DH_4","YES","UKR","2022","1"
"DH_4","YES","GBR","2022","1"
"DH_5","NO","ALB","2022","1"
"DH_5","NO","AND","2022","1"
"DH_5","MND_1","ARM","2022","1"
"DH_5","NO","AUT","2022","1"
"DH_5","MND_1","AZE","2022","1"
"DH_5","NO","BLR","2022","1"
"DH_5","YES","BEL","2022","1"
"DH_5","MND_1","BIH","2022","1"
"DH_5","NO","BGR","2022","1"
"DH_5","NO","HRV","2022","1"
"DH_5","NO","CYP","2022","1"
"DH_5","YES","CZE","2022","1"
"DH_5","NO","DNK","2022","1"
"DH_5","NO","EST","2022","1"
"DH_5","YES","FIN","2022","1"
"DH_5","MND_1","FRA","2022","1"
"DH_5","YES","GEO","2022","1"
"DH_5","NO","DEU","2022","1"
"DH_5","MND_1","GRC","2022","1"
"DH_5","YES","HUN","2022","1"
"DH_5","NO","ISL","2022","1"
"DH_5","MND_1","IRL","2022","1"
"DH_5","YES","ISR","2022","1"
"DH_5","NO","ITA","2022","1"
"DH_5","YES","KAZ","2022","1"
"DH_5","NO","KGZ","2022","1"
"DH_5","YES","LVA","2022","1"
"DH_5","NO","LTU","2022","1"
"DH_5","NO","LUX","2022","1"
"DH_5","NO","MLT","2022","1"
"DH_5","NO","MCO","2022","1"
"DH_5","NO","MNE","2022","1"
"DH_5","YES","NLD","2022","1"
"DH_5","NO","MKD","2022","1"
"DH_5","NO","NOR","2022","1"
"DH_5","YES","POL","2022","1"
"DH_5","NO","PRT","2022","1"
"DH_5","NO","MDA","2022","1"
"DH_5","NO","UZB","2022","1"
"DH_5","YES","ROU","2022","1"
"DH_5","YES","RUS","2022","1"
"DH_5","NO","SMR","2022","1"
"DH_5","NO","SRB","2022","1"
"DH_5","NO","SVK","2022","1"
"DH_5","MND_1","SVN","2022","1"
"DH_5","YES","ESP","2022","1"
"DH_5","YES","SWE","2022","1"
"DH_5","YES","CHE","2022","1"
"DH_5","YES","TJK","2022","1"
"DH_5","MND_1","TKM","2022","1"
"DH_5","YES","TUR","2022","1"
"DH_5","YES","UKR","2022","1"
"DH_5","NO","GBR","2022","1"
"DH_6","YES","ALB","2022","1"
"DH_6","NO","AND","2022","1"
"DH_6","MND_1","ARM","2022","1"
"DH_6","NO","AUT","2022","1"
"DH_6","MND_1","AZE","2022","1"
"DH_6","YES","BLR","2022","1"
"DH_6","MND_1","BEL","2022","1"
"DH_6","MND_1","BIH","2022","1"
"DH_6","NO","BGR","2022","1"
"DH_6","YES","HRV","2022","1"
"DH_6","NO","CYP","2022","1"
"DH_6","YES","CZE","2022","1"
"DH_6","YES","DNK","2022","1"
"DH_6","YES","EST","2022","1"
"DH_6","MND_1","FIN","2022","1"
"DH_6","MND_1","FRA","2022","1"
"DH_6","YES","GEO","2022","1"
"DH_6","NO","DEU","2022","1"
"DH_6","MND_1","GRC","2022","1"
"DH_6","MND_1","HUN","2022","1"
"DH_6","NO","ISL","2022","1"
"DH_6","MND_1","IRL","2022","1"
"DH_6","YES","ISR","2022","1"
"DH_6","NO","ITA","2022","1"
"DH_6","NO","KAZ","2022","1"
"DH_6","YES","KGZ","2022","1"
"DH_6","MND_1","LVA","2022","1"
"DH_6","NO","LTU","2022","1"
"DH_6","NO","LUX","2022","1"
"DH_6","NO","MLT","2022","1"
"DH_6","NO","MCO","2022","1"
"DH_6","YES","MNE","2022","1"
"DH_6","MND_1","NLD","2022","1"
"DH_6","YES","MKD","2022","1"
"DH_6","YES","NOR","2022","1"
"DH_6","NO","POL","2022","1"
"DH_6","NO","PRT","2022","1"
"DH_6","YES","MDA","2022","1"
"DH_6","YES","UZB","2022","1"
"DH_6","YES","ROU","2022","1"
"DH_6","NO","RUS","2022","1"
"DH_6","NO","SMR","2022","1"
"DH_6","YES","SRB","2022","1"
"DH_6","NO","SVK","2022","1"
"DH_6","MND_1","SVN","2022","1"
"DH_6","NO","ESP","2022","1"
"DH_6","YES","SWE","2022","1"
"DH_6","NO","CHE","2022","1"
"DH_6","YES","TJK","2022","1"
"DH_6","MND_1","TKM","2022","1"
"DH_6","NO","TUR","2022","1"
"DH_6","YES","UKR","2022","1"
"DH_6","NO","GBR","2022","1"
"DH_7","YES","ALB","2022","1"
"DH_7","NO","AND","2022","1"
"DH_7","MND_1","ARM","2022","1"
"DH_7","YES","AUT","2022","1"
"DH_7","YES","AZE","2022","1"
"DH_7","NO","BLR","2022","1"
"DH_7","YES","BEL","2022","1"
"DH_7","MND_1","BIH","2022","1"
"DH_7","NO","BGR","2022","1"
"DH_7","YES","HRV","2022","1"
"DH_7","NO","CYP","2022","1"
"DH_7","NO","CZE","2022","1"
"DH_7","NO","DNK","2022","1"
"DH_7","YES","EST","2022","1"
"DH_7","YES","FIN","2022","1"
"DH_7","YES","FRA","2022","1"
"DH_7","NO","GEO","2022","1"
"DH_7","MND_1","DEU","2022","1"
"DH_7","YES","GRC","2022","1"
"DH_7","MND_1","HUN","2022","1"
"DH_7","YES","ISL","2022","1"
"DH_7","MND_1","IRL","2022","1"
"DH_7","YES","ISR","2022","1"
"DH_7","NO","ITA","2022","1"
"DH_7","YES","KAZ","2022","1"
"DH_7","NO","KGZ","2022","1"
"DH_7","NO","LVA","2022","1"
"DH_7","NO","LTU","2022","1"
"DH_7","YES","LUX","2022","1"
"DH_7","NO","MLT","2022","1"
"DH_7","NO","MCO","2022","1"
"DH_7","NO","MNE","2022","1"
"DH_7","YES","NLD","2022","1"
"DH_7","NO","MKD","2022","1"
"DH_7","YES","NOR","2022","1"
"DH_7","NO","POL","2022","1"
"DH_7","NO","PRT","2022","1"
"DH_7","NO","MDA","2022","1"
"DH_7","YES","UZB","2022","1"
"DH_7","MND_1","ROU","2022","1"
"DH_7","NO","RUS","2022","1"
"DH_7","NO","SMR","2022","1"
"DH_7","NO","SRB","2022","1"
"DH_7","NO","SVK","2022","1"
"DH_7","MND_1","SVN","2022","1"
"DH_7","YES","ESP","2022","1"
"DH_7","YES","SWE","2022","1"
"DH_7","NO","CHE","2022","1"
"DH_7","YES","TJK","2022","1"
"DH_7","MND_1","TKM","2022","1"
"DH_7","YES","TUR","2022","1"
"DH_7","NO","UKR","2022","1"
"DH_7","NO","GBR","2022","1"
"DH_8","YES","ALB","2022","1"
"DH_8","YES","AND","2022","1"
"DH_8","NO","ARM","2022","1"
"DH_8","NO","AUT","2022","1"
"DH_8","YES","AZE","2022","1"
"DH_8","NO_4","BLR","2022","1"
"DH_8","YES","BEL","2022","1"
"DH_8","MND_1","BIH","2022","1"
"DH_8","MND_1","BGR","2022","1"
"DH_8","NO","HRV","2022","1"
"DH_8","NO_4","CYP","2022","1"
"DH_8","NO","CZE","2022","1"
"DH_8","YES","DNK","2022","1"
"DH_8","NO","EST","2022","1"
"DH_8","NO","FIN","2022","1"
"DH_8","YES","FRA","2022","1"
"DH_8","NO_4","GEO","2022","1"
"DH_8","NO","DEU","2022","1"
"DH_8","NO","GRC","2022","1"
"DH_8","YES","HUN","2022","1"
"DH_8","NO","ISL","2022","1"
"DH_8","NO","IRL","2022","1"
"DH_8","NO","ISR","2022","1"
"DH_8","NO_4","ITA","2022","1"
"DH_8","NO_4","KAZ","2022","1"
"DH_8","NO","KGZ","2022","1"
"DH_8","NO_4","LVA","2022","1"
"DH_8","NO","LTU","2022","1"
"DH_8","NO","LUX","2022","1"
"DH_8","NO","MLT","2022","1"
"DH_8","NO","MCO","2022","1"
"DH_8","NO","MNE","2022","1"
"DH_8","YES","NLD","2022","1"
"DH_8","NO","MKD","2022","1"
"DH_8","YES","NOR","2022","1"
"DH_8","NO_4","POL","2022","1"
"DH_8","YES","PRT","2022","1"
"DH_8","NO","MDA","2022","1"
"DH_8","YES","UZB","2022","1"
"DH_8","NO","ROU","2022","1"
"DH_8","YES","RUS","2022","1"
"DH_8","NO","SMR","2022","1"
"DH_8","NO_4","SRB","2022","1"
"DH_8","NO","SVK","2022","1"
"DH_8","NO","SVN","2022","1"
"DH_8","YES","ESP","2022","1"
"DH_8","NO","SWE","2022","1"
"DH_8","YES","CHE","2022","1"
"DH_8","YES","TJK","2022","1"
"DH_8","YES","TKM","2022","1"
"DH_8","NO_4","TUR","2022","1"
"DH_8","NO_4","UKR","2022","1"
"DH_8","YES","GBR","2022","1"
"DH_9","YES","ALB","2022","1"
"DH_9","MND_1","AND","2022","1"
"DH_9","YES","ARM","2022","1"
"DH_9","MND_1","AUT","2022","1"
"DH_9","YES","AZE","2022","1"
"DH_9","NO","BLR","2022","1"
"DH_9","MND_1","BEL","2022","1"
"DH_9","MND_1","BIH","2022","1"
"DH_9","MND_1","BGR","2022","1"
"DH_9","YES","HRV","2022","1"
"DH_9","YES","CYP","2022","1"
"DH_9","NO","CZE","2022","1"
"DH_9","YES","DNK","2022","1"
"DH_9","YES","EST","2022","1"
"DH_9","YES","FIN","2022","1"
"DH_9","YES","FRA","2022","1"
"DH_9","YES","GEO","2022","1"
"DH_9","MND_1","DEU","2022","1"
"DH_9","MND_1","GRC","2022","1"
"DH_9","YES","HUN","2022","1"
"DH_9","NO","ISL","2022","1"
"DH_9","YES","IRL","2022","1"
"DH_9","YES","ISR","2022","1"
"DH_9","YES","ITA","2022","1"
"DH_9","YES","KAZ","2022","1"
"DH_9","NO","KGZ","2022","1"
"DH_9","MND_1","LVA","2022","1"
"DH_9","NO","LTU","2022","1"
"DH_9","NO","LUX","2022","1"
"DH_9","MND_1","MLT","2022","1"
"DH_9","MND_1","MCO","2022","1"
"DH_9","MND_1","MNE","2022","1"
"DH_9","YES","NLD","2022","1"
"DH_9","YES","MKD","2022","1"
"DH_9","YES","NOR","2022","1"
"DH_9","NO","POL","2022","1"
"DH_9","YES","PRT","2022","1"
"DH_9","NO","MDA","2022","1"
"DH_9","YES","UZB","2022","1"
"DH_9","YES","ROU","2022","1"
"DH_9","MND_1","RUS","2022","1"
"DH_9","NO","SMR","2022","1"
"DH_9","NO","SRB","2022","1"
"DH_9","NO","SVK","2022","1"
"DH_9","NO","SVN","2022","1"
"DH_9","YES","ESP","2022","1"
"DH_9","YES","SWE","2022","1"
"DH_9","YES","CHE","2022","1"
"DH_9","YES","TJK","2022","1"
"DH_9","YES","TKM","2022","1"
"DH_9","YES","TUR","2022","1"
"DH_9","YES","UKR","2022","1"
"DH_9","YES","GBR","2022","1"
"DH_10","YES","ALB","2022","1"
"DH_10","MND_1","AND","2022","1"
"DH_10","NO","ARM","2022","1"
"DH_10","YES","AUT","2022","1"
"DH_10","YES","AZE","2022","1"
"DH_10","NO","BLR","2022","1"
"DH_10","YES","BEL","2022","1"
"DH_10","MND_1","BIH","2022","1"
"DH_10","MND_1","BGR","2022","1"
"DH_10","MND_1","HRV","2022","1"
"DH_10","YES","CYP","2022","1"
"DH_10","NO","CZE","2022","1"
"DH_10","YES","DNK","2022","1"
"DH_10","YES","EST","2022","1"
"DH_10","YES","FIN","2022","1"
"DH_10","YES","FRA","2022","1"
"DH_10","NO","GEO","2022","1"
"DH_10","MND_1","DEU","2022","1"
"DH_10","YES","GRC","2022","1"
"DH_10","YES","HUN","2022","1"
"DH_10","NO","ISL","2022","1"
"DH_10","YES","IRL","2022","1"
"DH_10","NO","ISR","2022","1"
"DH_10","NO","ITA","2022","1"
"DH_10","NO","KAZ","2022","1"
"DH_10","NO","KGZ","2022","1"
"DH_10","YES","LVA","2022","1"
"DH_10","NO","LTU","2022","1"
"DH_10","YES","LUX","2022","1"
"DH_10","YES","MLT","2022","1"
"DH_10","NO","MCO","2022","1"
"DH_10","NO","MNE","2022","1"
"DH_10","YES","NLD","2022","1"
"DH_10","NO","MKD","2022","1"
"DH_10","YES","NOR","2022","1"
"DH_10","YES","POL","2022","1"
"DH_10","YES","PRT","2022","1"
"DH_10","NO","MDA","2022","1"
"DH_10","YES","UZB","2022","1"
"DH_10","YES","ROU","2022","1"
"DH_10","YES","RUS","2022","1"
"DH_10","NO","SMR","2022","1"
"DH_10","NO","SRB","2022","1"
"DH_10","NO","SVK","2022","1"
"DH_10","NO","SVN","2022","1"
"DH_10","YES","ESP","2022","1"
"DH_10","YES","SWE","2022","1"
"DH_10","YES","CHE","2022","1"
"DH_10","YES","TJK","2022","1"
"DH_10","MND_1","TKM","2022","1"
"DH_10","YES","TUR","2022","1"
"DH_10","NO","UKR","2022","1"
"DH_10","YES","GBR","2022","1"
"DH_11","YES","ALB","2022","1"
"DH_11","YES","AND","2022","1"
"DH_11","YES","ARM","2022","1"
"DH_11","YES","AUT","2022","1"
"DH_11","YES","AZE","2022","1"
"DH_11","YES","BLR","2022","1"
"DH_11","YES","BEL","2022","1"
"DH_11","MND_1","BIH","2022","1"
"DH_11","YES","BGR","2022","1"
"DH_11","YES","HRV","2022","1"
"DH_11","YES","CYP","2022","1"
"DH_11","YES","CZE","2022","1"
"DH_11","YES","DNK","2022","1"
"DH_11","YES","EST","2022","1"
"DH_11","YES","FIN","2022","1"
"DH_11","YES","FRA","2022","1"
"DH_11","YES","GEO","2022","1"
"DH_11","YES","DEU","2022","1"
"DH_11","YES","GRC","2022","1"
"DH_11","YES","HUN","2022","1"
"DH_11","YES","ISL","2022","1"
"DH_11","YES","IRL","2022","1"
"DH_11","YES","ISR","2022","1"
"DH_11","YES","ITA","2022","1"
"DH_11","YES","KAZ","2022","1"
"DH_11","YES","KGZ","2022","1"
"DH_11","YES","LVA","2022","1"
"DH_11","YES","LTU","2022","1"
"DH_11","YES","LUX","2022","1"
"DH_11","YES","MLT","2022","1"
"DH_11","YES","MCO","2022","1"
"DH_11","YES","MNE","2022","1"
"DH_11","YES","NLD","2022","1"
"DH_11","YES","MKD","2022","1"
"DH_11","YES","NOR","2022","1"
"DH_11","YES","POL","2022","1"
"DH_11","YES","PRT","2022","1"
"DH_11","YES","MDA","2022","1"
"DH_11","MND_1","UZB","2022","1"
"DH_11","YES","ROU","2022","1"
"DH_11","YES","RUS","2022","1"
"DH_11","YES","SMR","2022","1"
"DH_11","MND_1","SRB","2022","1"
"DH_11","YES","SVK","2022","1"
"DH_11","YES","SVN","2022","1"
"DH_11","YES","ESP","2022","1"
"DH_11","YES","SWE","2022","1"
"DH_11","YES","CHE","2022","1"
"DH_11","YES","TJK","2022","1"
"DH_11","YES","TKM","2022","1"
"DH_11","YES","TUR","2022","1"
"DH_11","YES","UKR","2022","1"
"DH_11","YES","GBR","2022","1"
"DH_12","YES","ALB","2022","1"
"DH_12","YES","AND","2022","1"
"DH_12","YES","ARM","2022","1"
"DH_12","YES","AUT","2022","1"
"DH_12","YES","AZE","2022","1"
"DH_12","YES","BLR","2022","1"
"DH_12","YES","BEL","2022","1"
"DH_12","MND_1","BIH","2022","1"
"DH_12","YES","BGR","2022","1"
"DH_12","YES","HRV","2022","1"
"DH_12","YES","CYP","2022","1"
"DH_12","NO","CZE","2022","1"
"DH_12","YES","DNK","2022","1"
"DH_12","YES","EST","2022","1"
"DH_12","YES","FIN","2022","1"
"DH_12","YES","FRA","2022","1"
"DH_12","YES","GEO","2022","1"
"DH_12","YES","DEU","2022","1"
"DH_12","YES","GRC","2022","1"
"DH_12","YES","HUN","2022","1"
"DH_12","YES","ISL","2022","1"
"DH_12","YES","IRL","2022","1"
"DH_12","YES","ISR","2022","1"
"DH_12","YES","ITA","2022","1"
"DH_12","YES","KAZ","2022","1"
"DH_12","YES","KGZ","2022","1"
"DH_12","YES","LVA","2022","1"
"DH_12","YES","LTU","2022","1"
"DH_12","YES","LUX","2022","1"
"DH_12","YES","MLT","2022","1"
"DH_12","YES","MCO","2022","1"
"DH_12","YES","MNE","2022","1"
"DH_12","YES","NLD","2022","1"
"DH_12","YES","MKD","2022","1"
"DH_12","YES","NOR","2022","1"
"DH_12","YES","POL","2022","1"
"DH_12","YES","PRT","2022","1"
"DH_12","NO","MDA","2022","1"
"DH_12","NO","UZB","2022","1"
"DH_12","YES","ROU","2022","1"
"DH_12","YES","RUS","2022","1"
"DH_12","NO","SMR","2022","1"
"DH_12","NO","SRB","2022","1"
"DH_12","YES","SVK","2022","1"
"DH_12","YES","SVN","2022","1"
"DH_12","YES","ESP","2022","1"
"DH_12","YES","SWE","2022","1"
"DH_12","YES","CHE","2022","1"
"DH_12","YES","TJK","2022","1"
"DH_12","YES","TKM","2022","1"
"DH_12","YES","TUR","2022","1"
"DH_12","YES","UKR","2022","1"
"DH_12","YES","GBR","2022","1"
"DH_13","YES","ALB","2022","1"
"DH_13","YES","AND","2022","1"
"DH_13","YES","ARM","2022","1"
"DH_13","MND_1","AUT","2022","1"
"DH_13","YES","AZE","2022","1"
"DH_13","YES","BLR","2022","1"
"DH_13","YES","BEL","2022","1"
"DH_13","MND_1","BIH","2022","1"
"DH_13","YES","BGR","2022","1"
"DH_13","NO","HRV","2022","1"
"DH_13","YES","CYP","2022","1"
"DH_13","NO","CZE","2022","1"
"DH_13","YES","DNK","2022","1"
"DH_13","YES","EST","2022","1"
"DH_13","YES","FIN","2022","1"
"DH_13","YES","FRA","2022","1"
"DH_13","NO","GEO","2022","1"
"DH_13","YES","DEU","2022","1"
"DH_13","YES","GRC","2022","1"
"DH_13","YES","HUN","2022","1"
"DH_13","YES","ISL","2022","1"
"DH_13","NO","IRL","2022","1"
"DH_13","YES","ISR","2022","1"
"DH_13","YES","ITA","2022","1"
"DH_13","YES","KAZ","2022","1"
"DH_13","NO","KGZ","2022","1"
"DH_13","YES","LVA","2022","1"
"DH_13","YES","LTU","2022","1"
"DH_13","YES","LUX","2022","1"
"DH_13","NO","MLT","2022","1"
"DH_13","MND_1","MCO","2022","1"
"DH_13","NO","MNE","2022","1"
"DH_13","YES","NLD","2022","1"
"DH_13","YES","MKD","2022","1"
"DH_13","YES","NOR","2022","1"
"DH_13","NO","POL","2022","1"
"DH_13","YES","PRT","2022","1"
"DH_13","NO","MDA","2022","1"
"DH_13","NO","UZB","2022","1"
"DH_13","YES","ROU","2022","1"
"DH_13","YES","RUS","2022","1"
"DH_13","NO","SMR","2022","1"
"DH_13","YES","SRB","2022","1"
"DH_13","NO","SVK","2022","1"
"DH_13","NO","SVN","2022","1"
"DH_13","YES","ESP","2022","1"
"DH_13","YES","SWE","2022","1"
"DH_13","YES","CHE","2022","1"
"DH_13","YES","TJK","2022","1"
"DH_13","YES","TKM","2022","1"
"DH_13","YES","TUR","2022","1"
"DH_13","YES","UKR","2022","1"
"DH_13","YES","GBR","2022","1"
"DH_14","YES","ALB","2022","1"
"DH_14","YES","AND","2022","1"
"DH_14","YES","ARM","2022","1"
"DH_14","YES","AUT","2022","1"
"DH_14","YES","AZE","2022","1"
"DH_14","YES","BLR","2022","1"
"DH_14","NO","BEL","2022","1"
"DH_14","MND_1","BIH","2022","1"
"DH_14","YES","BGR","2022","1"
"DH_14","YES","HRV","2022","1"
"DH_14","YES","CYP","2022","1"
"DH_14","NO","CZE","2022","1"
"DH_14","YES","DNK","2022","1"
"DH_14","YES","EST","2022","1"
"DH_14","YES","FIN","2022","1"
"DH_14","YES","FRA","2022","1"
"DH_14","YES","GEO","2022","1"
"DH_14","YES","DEU","2022","1"
"DH_14","YES","GRC","2022","1"
"DH_14","YES","HUN","2022","1"
"DH_14","YES","ISL","2022","1"
"DH_14","NO","IRL","2022","1"
"DH_14","YES","ISR","2022","1"
"DH_14","YES","ITA","2022","1"
"DH_14","YES","KAZ","2022","1"
"DH_14","NO","KGZ","2022","1"
"DH_14","YES","LVA","2022","1"
"DH_14","YES","LTU","2022","1"
"DH_14","YES","LUX","2022","1"
"DH_14","YES","MLT","2022","1"
"DH_14","YES","MCO","2022","1"
