"Measure code","DH_FACT_ATT","COUNTRY_REGION","YEAR","VALUE"
"DH_69","YES","SVK","2022","1"
"DH_69","NO","SVN","2022","1"
"DH_69","NO","ESP","2022","1"
"DH_69","NO","SWE","2022","1"
"DH_69","NO","CHE","2022","1"
"DH_69","MND_1","TJK","2022","1"
"DH_69","MND_1","TKM","2022","1"
"DH_69","YES","TUR","2022","1"
"DH_69","NO","UKR","2022","1"
"DH_69","YES","GBR","2022","1"
"DH_70","YES","ALB","2022","1"
"DH_70","YES","AND","2022","1"
"DH_70","YES","ARM","2022","1"
"DH_70","NO","AUT","2022","1"
"DH_70","YES","AZE","2022","1"
"DH_70","YES","BLR","2022","1"
"DH_70","NO","BEL","2022","1"
"DH_70","MND_1","BIH","2022","1"
"DH_70","MND_1","BGR","2022","1"
"DH_70","YES","HRV","2022","1"
"DH_70","YES","CYP","2022","1"
"DH_70","YES","CZE","2022","1"
"DH_70","YES","DNK","2022","1"
"DH_70","YES","EST","2022","1"
"DH_70","YES","FIN","2022","1"
"DH_70","YES","FRA","2022","1"
"DH_70","YES","GEO","2022","1"
"DH_70","YES","DEU","2022","1"
"DH_70","MND_1","GRC","2022","1"
"DH_70","YES","HUN","2022","1"
"DH_70","YES","ISL","2022","1"
"DH_70","NO","IRL","2022","1"
"DH_70","YES","ISR","2022","1"
"DH_70","YES","ITA","2022","1"
"DH_70","YES","KAZ","2022","1"
"DH_70","NO","KGZ","2022","1"
"DH_70","NO","LVA","2022","1"
"DH_70","YES","LTU","2022","1"
"DH_70","YES","LUX","2022","1"
"DH_70","YES","MLT","2022","1"
"DH_70","MND_1","MCO","2022","1"
"DH_70","YES","MNE","2022","1"
"DH_70","NO","NLD","2022","1"
"DH_70","YES","MKD","2022","1"
"DH_70","YES","NOR","2022","1"
"DH_70","NO","POL","2022","1"
"DH_70","YES","PRT","2022","1"
"DH_70","NO","MDA","2022","1"
"DH_70","NO","UZB","2022","1"
"DH_70","YES","ROU","2022","1"
"DH_70","NO","RUS","2022","1"
"DH_70","NO","SMR","2022","1"
"DH_70","MND_1","SRB","2022","1"
"DH_70","NO","SVK","2022","1"
"DH_70","NO","SVN","2022","1"
"DH_70","YES","ESP","2022","1"
"DH_70","YES","SWE","2022","1"
"DH_70","YES","CHE","2022","1"
"DH_70","YES","TJK","2022","1"
"DH_70","MND_1","TKM","2022","1"
"DH_70","YES","TUR","2022","1"
"DH_70","NO","UKR","2022","1"
"DH_70","YES","GBR","2022","1"
"DH_71","YES","ALB","2022","1"
"DH_71","MND_1","AND","2022","1"
"DH_71","YES","ARM","2022","1"
"DH_71","MND_1","AUT","2022","1"
"DH_71","YES","AZE","2022","1"
"DH_71","YES","BLR","2022","1"
"DH_71","YES","BEL","2022","1"
"DH_71","MND_1","BIH","2022","1"
"DH_71","YES","BGR","2022","1"
"DH_71","NO","HRV","2022","1"
"DH_71","YES","CYP","2022","1"
"DH_71","YES","CZE","2022","1"
"DH_71","YES","DNK","2022","1"
"DH_71","YES","EST","2022","1"
"DH_71","YES","FIN","2022","1"
"DH_71","YES","FRA","2022","1"
"DH_71","NO","GEO","2022","1"
"DH_71","YES","DEU","2022","1"
"DH_71","NO","GRC","2022","1"
"DH_71","YES","HUN","2022","1"
"DH_71","YES","ISL","2022","1"
"DH_71","NO","IRL","2022","1"
"DH_71","YES","ISR","2022","1"
"DH_71","YES","ITA","2022","1"
"DH_71","NO","KAZ","2022","1"
"DH_71","NO","KGZ","2022","1"
"DH_71","NO","LVA","2022","1"
"DH_71","NO","LTU","2022","1"
"DH_71","YES","LUX","2022","1"
"DH_71","NO","MLT","2022","1"
"DH_71","MND_1","MCO","2022","1"
"DH_71","YES","MNE","2022","1"
"DH_71","YES","NLD","2022","1"
"DH_71","NO","MKD","2022","1"
"DH_71","YES","NOR","2022","1"
"DH_71","YES","POL","2022","1"
"DH_71","NO","PRT","2022","1"
"DH_71","YES","MDA","2022","1"
"DH_71","NO","UZB","2022","1"
"DH_71","NO","ROU","2022","1"
"DH_71","NO","RUS","2022","1"
"DH_71","NO","SMR","2022","1"
"DH_71","NO","SRB","2022","1"
"DH_71","NO","SVK","2022","1"
"DH_71","NO","SVN","2022","1"
"DH_71","NO","ESP","2022","1"
"DH_71","NO","SWE","2022","1"
"DH_71","YES","CHE","2022","1"
"DH_71","NO","TJK","2022","1"
"DH_71","YES","TKM","2022","1"
"DH_71","YES","TUR","2022","1"
"DH_71","YES","UKR","2022","1"
"DH_71","YES","GBR","2022","1"
"DH_72","YES","ALB","2022","1"
"DH_72","NO","AND","2022","1"
"DH_72","NO","ARM","2022","1"
"DH_72","YES","AUT","2022","1"
"DH_72","YES","AZE","2022","1"
"DH_72","YES","BLR","2022","1"
"DH_72","YES","BEL","2022","1"
"DH_72","MND_1","BIH","2022","1"
"DH_72","NO","BGR","2022","1"
"DH_72","NO","HRV","2022","1"
"DH_72","YES","CYP","2022","1"
"DH_72","YES","CZE","2022","1"
"DH_72","YES","DNK","2022","1"
"DH_72","YES","EST","2022","1"
"DH_72","YES","FIN","2022","1"
"DH_72","YES","FRA","2022","1"
"DH_72","YES","GEO","2022","1"
"DH_72","YES","DEU","2022","1"
"DH_72","MND_1","GRC","2022","1"
"DH_72","YES","HUN","2022","1"
"DH_72","YES","ISL","2022","1"
"DH_72","YES","IRL","2022","1"
"DH_72","YES","ISR","2022","1"
"DH_72","YES","ITA","2022","1"
"DH_72","YES","KAZ","2022","1"
"DH_72","NO","KGZ","2022","1"
"DH_72","YES","LVA","2022","1"
"DH_72","NO","LTU","2022","1"
"DH_72","YES","LUX","2022","1"
"DH_72","NO","MLT","2022","1"
"DH_72","MND_1","MCO","2022","1"
"DH_72","NO","MNE","2022","1"
"DH_72","YES","NLD","2022","1"
"DH_72","NO","MKD","2022","1"
"DH_72","YES","NOR","2022","1"
"DH_72","YES","POL","2022","1"
"DH_72","YES","PRT","2022","1"
"DH_72","NO","MDA","2022","1"
"DH_72","YES","UZB","2022","1"
"DH_72","NO","ROU","2022","1"
"DH_72","YES","RUS","2022","1"
"DH_72","NO","SMR","2022","1"
"DH_72","NO","SRB","2022","1"
"DH_72","YES","SVK","2022","1"
"DH_72","NO","SVN","2022","1"
"DH_72","YES","ESP","2022","1"
"DH_72","YES","SWE","2022","1"
"DH_72","YES","CHE","2022","1"
"DH_72","YES","TJK","2022","1"
"DH_72","YES","TKM","2022","1"
"DH_72","YES","TUR","2022","1"
"DH_72","YES","UKR","2022","1"
"DH_72","YES","GBR","2022","1"
"DH_73","YES","ALB","2022","1"
"DH_73","YES","AND","2022","1"
"DH_73","YES","ARM","2022","1"
"DH_73","YES","AUT","2022","1"
"DH_73","YES","AZE","2022","1"
"DH_73","YES","BLR","2022","1"
"DH_73","YES","BEL","2022","1"
"DH_73","MND_1","BIH","2022","1"
"DH_73","YES","BGR","2022","1"
"DH_73","YES","HRV","2022","1"
"DH_73","YES","CYP","2022","1"
"DH_73","YES","CZE","2022","1"
"DH_73","YES","DNK","2022","1"
"DH_73","YES","EST","2022","1"
"DH_73","YES","FIN","2022","1"
"DH_73","YES","FRA","2022","1"
"DH_73","YES","GEO","2022","1"
"DH_73","YES","DEU","2022","1"
"DH_73","YES","GRC","2022","1"
"DH_73","YES","HUN","2022","1"
"DH_73","YES","ISL","2022","1"
"DH_73","YES","IRL","2022","1"
"DH_73","YES","ISR","2022","1"
"DH_73","YES","ITA","2022","1"
"DH_73","YES","KAZ","2022","1"
"DH_73","YES","KGZ","2022","1"
"DH_73","YES","LVA","2022","1"
"DH_73","YES","LTU","2022","1"
"DH_73","YES","LUX","2022","1"
"DH_73","YES","MLT","2022","1"
"DH_73","MND_1","MCO","2022","1"
"DH_73","YES","MNE","2022","1"
"DH_73","YES","NLD","2022","1"
"DH_73","NO","MKD","2022","1"
"DH_73","YES","NOR","2022","1"
"DH_73","YES","POL","2022","1"
"DH_73","YES","PRT","2022","1"
"DH_73","YES","MDA","2022","1"
"DH_73","YES","UZB","2022","1"
"DH_73","YES","ROU","2022","1"
"DH_73","NO","RUS","2022","1"
"DH_73","YES","SMR","2022","1"
"DH_73","YES","SRB","2022","1"
"DH_73","YES","SVK","2022","1"
"DH_73","YES","SVN","2022","1"
"DH_73","YES","ESP","2022","1"
"DH_73","YES","SWE","2022","1"
"DH_73","YES","CHE","2022","1"
"DH_73","YES","TJK","2022","1"
"DH_73","YES","TKM","2022","1"
"DH_73","YES","TUR","2022","1"
"DH_73","YES","UKR","2022","1"
"DH_73","YES","GBR","2022","1"
"DH_74","NO","ALB","2022","1"
"DH_74","NO","AND","2022","1"
"DH_74","YES","ARM","2022","1"
"DH_74","YES","AUT","2022","1"
"DH_74","YES","AZE","2022","1"
"DH_74","MND_1","BLR","2022","1"
"DH_74","NO","BEL","2022","1"
"DH_74","MND_1","BIH","2022","1"
"DH_74","NO","BGR","2022","1"
"DH_74","YES","HRV","2022","1"
"DH_74","YES","CYP","2022","1"
"DH_74","NO","CZE","2022","1"
"DH_74","YES","DNK","2022","1"
"DH_74","NO","EST","2022","1"
"DH_74","MND_1","FIN","2022","1"
"DH_74","YES","FRA","2022","1"
"DH_74","YES","GEO","2022","1"
"DH_74","NO","DEU","2022","1"
"DH_74","NO","GRC","2022","1"
"DH_74","NO","HUN","2022","1"
"DH_74","NO","ISL","2022","1"
"DH_74","YES","IRL","2022","1"
"DH_74","YES","ISR","2022","1"
"DH_74","YES","ITA","2022","1"
"DH_74","MND_1","KAZ","2022","1"
"DH_74","MND_1","KGZ","2022","1"
"DH_74","NO","LVA","2022","1"
"DH_74","NO","LTU","2022","1"
"DH_74","NO","LUX","2022","1"
"DH_74","NO","MLT","2022","1"
"DH_74","YES","MCO","2022","1"
"DH_74","MND_1","MNE","2022","1"
"DH_74","YES","NLD","2022","1"
"DH_74","NO","MKD","2022","1"
"DH_74","YES","NOR","2022","1"
"DH_74","YES","POL","2022","1"
"DH_74","YES","PRT","2022","1"
"DH_74","NO","MDA","2022","1"
"DH_74","NO","UZB","2022","1"
"DH_74","NO","ROU","2022","1"
"DH_74","MND_1","RUS","2022","1"
"DH_74","NO","SMR","2022","1"
"DH_74","YES","SRB","2022","1"
"DH_74","NO","SVK","2022","1"
"DH_74","NO","SVN","2022","1"
"DH_74","YES","ESP","2022","1"
"DH_74","MND_1","SWE","2022","1"
"DH_74","YES","CHE","2022","1"
"DH_74","NO","TJK","2022","1"
"DH_74","YES","TUR","2022","1"
"DH_74","YES","TKM","2022","1"
"DH_74","NO","UKR","2022","1"
"DH_74","MND_1","GBR","2022","1"
